Source IP, Dest IP, Source Port, Dest Port,source mac, dest mac, Duration, Total Bytes,Total Pkts, FlowsCount, TCPCount, UDPCount,AvgBytes, AvgPkts, AvgTCPpkts, AvgUDPpkts,FIN,SYN,RESET,PSH,ACK,URG,ECN,CWR,NS,RES
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.002082,6002,3,6,3,0,2000.6666666666667,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
8.8.4.4,10.87.2.252,53,46489,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,650,1,6,0,1,650.0,0.16666666666666666,0.0,1.0,0,0,0,0,0,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.002164,25090,5,6,5,0,5018.0,0.8333333333333334,1.0,0.0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,1|1|1|1|1,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.003775,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.003176,6002,3,6,3,0,2000.6666666666667,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.004642,4542,3,6,3,0,1514.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
10.87.2.252,142.250.66.14,46196,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000248,440,2,6,0,2,220.0,0.3333333333333333,0.0,1.0,0,0,0,0,0,0,0,0,0,0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000041,180,2,6,2,0,90.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.005963,10436,4,6,4,0,2609.0,0.6666666666666666,1.0,0.0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|1,1|1|1|1,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.005151,180,2,6,2,0,90.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.001568,11896,4,6,4,0,2974.0,0.6666666666666666,1.0,0.0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,1|1|1|1,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.022374,2051,3,6,3,0,683.6666666666666,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.004395,180,2,6,2,0,90.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
142.250.66.14,10.87.2.252,443,46196,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,1292,1,6,0,1,1292.0,0.16666666666666666,0.0,1.0,0,0,0,0,0,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,1514,1,6,1,0,1514.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
125.56.232.202,10.87.2.252,443,39358,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,74,1,6,1,0,74.0,0.16666666666666666,1.0,0.0,0,1,0,0,1,0,0,0,0,0
10.87.2.252,125.56.232.202,39358,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000260,649,2,6,2,0,324.5,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|1,1|1,0|0,0|0,0|0,0|0,0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
142.250.66.14,10.87.2.252,443,46196,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,1292,1,6,0,1,1292.0,0.16666666666666666,0.0,1.0,0,0,0,0,0,0,0,0,0,0
142.250.66.14,10.87.2.252,443,46196,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000000,943,2,6,0,2,471.5,0.3333333333333333,0.0,1.0,0,0,0,0,0,0,0,0,0,0
10.87.2.252,142.250.66.14,46196,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.025386,270,3,6,0,3,90.0,0.5,0.0,1.0,0,0,0,0,0,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,1514,1,6,1,0,1514.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.001727,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000081,19142,3,6,3,0,6380.666666666667,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,1|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000424,7462,3,6,3,0,2487.3333333333335,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000444,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000000,14784,3,6,3,0,4928.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,1|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000036,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000497,6348,3,6,3,0,2116.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000536,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.003229,10382,3,6,3,0,3460.6666666666665,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,1|0|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.003202,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000078,14617,3,6,3,0,4872.333333333333,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,1|1|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000037,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000000,7808,3,6,3,0,2602.6666666666665,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,1|1|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000033,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,2974,1,6,1,0,2974.0,0.16666666666666666,1.0,0.0,0,0,0,1,1,0,0,0,0,0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
142.250.66.14,10.87.2.252,443,46196,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000000,203,2,6,0,2,101.5,0.3333333333333333,0.0,1.0,0,0,0,0,0,0,0,0,0,0
10.87.2.252,142.250.66.14,46196,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,75,1,6,0,1,75.0,0.16666666666666666,0.0,1.0,0,0,0,0,0,0,0,0,0,0
125.56.232.202,10.87.2.252,443,39358,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,66,1,6,1,0,66.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
125.56.232.202,10.87.2.252,443,39358,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000000,3752,2,6,2,0,1876.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,1|1,1|1,0|0,0|0,0|0,0|0,0|0
10.87.2.252,125.56.232.202,39358,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000028,132,2,6,2,0,66.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,2974,1,6,1,0,2974.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.002419,24623,3,6,3,0,8207.666666666666,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,1|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.002414,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.001158,13302,3,6,3,0,4434.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.001186,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.002598,13302,3,6,3,0,4434.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.002708,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.001142,11842,3,6,3,0,3947.3333333333335,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000995,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.001060,7462,3,6,3,0,2487.3333333333335,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,1|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.001026,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000000,4488,2,6,2,0,2244.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.001118,180,2,6,2,0,90.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
10.87.2.252,125.56.232.202,39358,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.001085,304,2,6,2,0,152.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,1|1,1|1,0|0,0|0,0|0,0|0,0|0
142.250.66.14,10.87.2.252,443,46196,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000001,447,2,6,0,2,223.5,0.3333333333333333,0.0,1.0,0,0,0,0,0,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.001410,16222,3,6,3,0,5407.333333333333,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.001787,16330,5,6,5,0,3266.0,0.8333333333333334,1.0,0.0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,1|1|1|1|1,1|1|1|1|1,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.001134,180,2,6,2,0,90.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.001226,10436,4,6,4,0,2609.0,0.6666666666666666,1.0,0.0,0|0|0|0,0|0|0|0,0|0|0|0,0|1|0|0,1|1|1|1,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.011503,180,2,6,2,0,90.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
10.87.2.252,142.250.66.14,46196,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,77,1,6,0,1,77.0,0.16666666666666666,0.0,1.0,0,0,0,0,0,0,0,0,0,0
10.87.2.252,118.214.35.55,52828,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,74,1,6,1,0,74.0,0.16666666666666666,1.0,0.0,0,1,0,0,0,0,0,0,0,0
10.87.2.252,125.56.232.202,39358,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,424,1,6,1,0,424.0,0.16666666666666666,1.0,0.0,0,0,0,1,1,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,1514,1,6,1,0,1514.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000607,16330,5,6,5,0,3266.0,0.8333333333333334,1.0,0.0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,1|1|1|1|1,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0,0|0|0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.009076,417,4,6,4,0,104.25,0.6666666666666666,1.0,0.0,0|0|0|0,0|0|1|0,0|0|0|0,0|0|0|1,1|1|0|1,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,1514,1,6,1,0,1514.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
10.87.2.252,142.250.66.14,46196,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,75,1,6,0,1,75.0,0.16666666666666666,0.0,1.0,0,0,0,0,0,0,0,0,0,0
10.87.2.252,142.250.66.14,46196,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,202,1,6,0,1,202.0,0.16666666666666666,0.0,1.0,0,0,0,0,0,0,0,0,0,0
118.214.35.55,10.87.2.252,443,52828,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,74,1,6,1,0,74.0,0.16666666666666666,1.0,0.0,0,1,0,0,1,0,0,0,0,0
10.87.2.252,118.214.35.55,52828,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000237,649,2,6,2,0,324.5,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|1,1|1,0|0,0|0,0|0,0|0,0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000000,4488,2,6,2,0,2244.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,1|0,1|1,0|0,0|0,0|0,0|0,0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.001166,11896,4,6,4,0,2974.0,0.6666666666666666,1.0,0.0,0|0|0|0,0|0|0|0,0|0|0|0,1|0|0|1,1|1|1|1,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000035,180,2,6,2,0,90.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000081,10436,4,6,4,0,2609.0,0.6666666666666666,1.0,0.0,0|0|0|0,0|0|0|0,0|0|0|0,1|0|1|0,1|1|1|1,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000050,180,2,6,2,0,90.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.005697,17066,4,6,4,0,4266.5,0.6666666666666666,1.0,0.0,0|0|0|0,0|0|0|0,0|0|0|0,1|1|0|1,1|1|1|1,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.004574,180,2,6,2,0,90.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000000,3028,2,6,2,0,1514.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
142.250.66.14,10.87.2.252,443,46196,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,67,1,6,0,1,67.0,0.16666666666666666,0.0,1.0,0,0,0,0,0,0,0,0,0,0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
125.56.232.202,10.87.2.252,443,39358,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000373,132,2,6,2,0,66.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
125.56.232.202,10.87.2.252,443,39358,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000001,810,3,6,3,0,270.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,1|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,125.56.232.202,39358,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000065,198,3,6,3,0,66.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
125.56.232.202,10.87.2.252,443,39358,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.006335,593,3,6,3,0,197.66666666666666,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,125.56.232.202,39358,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000509,264,3,6,3,0,88.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,125.56.232.202,39358,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.014497,167,2,6,2,0,83.5,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|1,1|1,0|0,0|0,0|0,0|0,0|0
118.214.35.55,10.87.2.252,443,52828,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.015395,4294,3,6,3,0,1431.3333333333333,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|1|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,118.214.35.55,52828,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,66,1,6,1,0,66.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
10.87.2.252,118.214.35.55,52828,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.000017,132,2,6,2,0,66.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|0,1|1,0|0,0|0,0|0,0|0,0|0
118.214.35.55,10.87.2.252,443,52828,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.0,1473,1,6,1,0,1473.0,0.16666666666666666,1.0,0.0,0,0,0,1,1,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.000000,13248,2,6,2,0,6624.0,0.3333333333333333,1.0,0.0,0|0,0|0,0|0,0|1,1|1,0|0,0|0,0|0,0|0,0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.0,90,1,6,1,0,90.0,0.16666666666666666,1.0,0.0,0,0,0,0,1,0,0,0,0,0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.002203,10382,3,6,3,0,3460.6666666666665,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,1|0|1,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
10.87.2.252,172.67.4.214,46128,443,2c:6e:85:1f:bf:12,08:55:31:eb:74:e4,0.002289,270,3,6,3,0,90.0,0.5,1.0,0.0,0|0|0,0|0|0,0|0|0,0|0|0,1|1|1,0|0|0,0|0|0,0|0|0,0|0|0,0|0|0
172.67.4.214,10.87.2.252,443,46128,08:55:31:eb:74:e4,2c:6e:85:1f:bf:12,0.001191,14828,4,6,4,0,3707.0,0.6666666666666666,1.0,0.0,0|0|0|0,0|0|0|1,0|0|0|0,1|0|1|0,1|1|1|1,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0,0|0|0|0
